item_id,concept_id,analysis_version,scope_level,scope_id,title,subtitle,reason,evidence_needed,channels,required,is_deviation
ci_demo_backend_bigtech_platform_crud-api,cc_backend_crud-api,an_demo_backend,cluster,bigtech_platform,CRUD REST API 프로젝트,배포까지 완성한 한 도메인,기준선 · 최근 공고 전량이 API 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,false
ci_demo_backend_bigtech_platform_rdb-schema,cc_backend_rdb-schema,an_demo_backend,cluster,bigtech_platform,RDB 설계·쿼리 기본기,스키마·조인·인덱스,기준선 · 관계형 데이터베이스 요구가 전 기업군 공통입니다,ERD + 인덱스 설계 근거 문서,"{portfolio,interview}",true,false
ci_demo_backend_bigtech_platform_error-handling,cc_backend_error-handling,an_demo_backend,cluster,bigtech_platform,예외·에러 응답 설계,실패 케이스 처리와 문서화,기준선 · 자격요건의 예외 처리 문장과 연결됩니다,실패 케이스 처리 코드 + 응답 규약 문서,"{portfolio,interview}",true,false
ci_demo_backend_bigtech_platform_tx-integrity,cc_backend_tx-integrity,an_demo_backend,cluster,bigtech_platform,트랜잭션·동시성 심화,격리수준·멱등성·재처리 설명,정합성을 요구하는 기업군의 최대 변별점입니다,동시 요청 시나리오 구현 + 설계 설명 글,"{portfolio,interview}",true,false
ci_demo_backend_bigtech_platform_performance,cc_backend_performance,an_demo_backend,cluster,bigtech_platform,부하 측정·성능 개선,병목 탐색과 개선 전후 지표,편차 1 · 대용량 트래픽 문장이 반복되는 기업군의 핵심입니다,부하 테스트 결과 + 개선 전후 지표,"{portfolio,interview}",true,true
ci_demo_backend_bigtech_platform_deploy-pipeline,cc_backend_deploy-pipeline,an_demo_backend,cluster,bigtech_platform,배포 파이프라인 구성,컨테이너 빌드부터 배포까지,편차 3 · 직무 외 요구 중 인프라·배포가 가장 자주 나타납니다,Dockerfile + 배포 워크플로 + 실행 기록,{portfolio},true,true
ci_demo_backend_bigtech_platform_event-pipeline,cc_backend_event-pipeline,an_demo_backend,cluster,bigtech_platform,이벤트 처리 경험,메시지 큐로 비동기 흐름 만들기,편차 2 · 이벤트 기반 처리를 우대·필수로 요구하는 기업군이 있습니다,메시지 발행·소비 예제 + 재처리 설계 메모,"{portfolio,interview}",true,true
ci_demo_backend_bigtech_platform_incident-recovery,cc_backend_incident-recovery,an_demo_backend,cluster,bigtech_platform,장애·복구 대응 경험,실패를 재현하고 복구한 흔적,운영까지 함께 보는 팀이 늘고 있습니다,장애 재현·복구 실험 기록 + 회고 글,"{essay,interview}",true,false
ci_demo_backend_bigtech_platform_collab-story,cc_backend_collab-story,an_demo_backend,cluster,bigtech_platform,협업 문제 해결 서사,갈등·문제를 해결한 경험,기준선 · 코드리뷰·협업 요구가 전 기업군 공통입니다,문제 → 해결 → 배움 서술 준비,{essay},true,false
ci_demo_backend_bigtech_platform_test-habit,cc_backend_test-habit,an_demo_backend,cluster,bigtech_platform,테스트 작성 습관,회귀를 막는 단위 테스트,테스트 요구가 우대에서 자격요건으로 이동하는 중입니다,테스트 코드 + 실패 사례 기록,"{portfolio,interview}",true,false
ci_demo_backend_bigtech_platform_docs-habit,cc_backend_docs-habit,an_demo_backend,cluster,bigtech_platform,기술 문서화 습관,API 명세와 변경 가이드,문서화 요구는 특정 기업군에서 뚜렷합니다,API 문서 + 변경 이력 정리,{portfolio},false,false
ci_demo_backend_bigtech_platform_domain-study,cc_backend_domain-study,an_demo_backend,cluster,bigtech_platform,도메인 이해 정리,지원 도메인의 용어와 흐름,도메인 관심을 우대로 명시하는 공고가 있습니다,도메인 용어 정리 노트 + 지원 이유,"{essay,interview}",false,false
ci_demo_backend_bigtech_platform_cs-basics,cc_backend_cs-basics,an_demo_backend,cluster,bigtech_platform,CS 기본기 — 네트워크·운영체제,HTTP·프로세스와 스레드·동시성 원인,면접 검증의 이론 바탕입니다,면접 단골 주제 중심 정리 노트,{interview},true,false
ci_demo_backend_bigtech_platform_spring-internals,cc_backend_spring-internals,an_demo_backend,cluster,bigtech_platform,Spring 동작 원리,DI·프록시·요청 흐름,프레임워크 이해 깊이는 단골 검증 지점입니다,동작 흐름 그림 + @Transactional 원리 설명,{interview},true,false
ci_demo_backend_startup_crud-api,cc_backend_crud-api,an_demo_backend,cluster,startup,CRUD REST API 프로젝트,배포까지 완성한 한 도메인,기준선 · 최근 공고 전량이 API 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,false
ci_demo_backend_startup_rdb-schema,cc_backend_rdb-schema,an_demo_backend,cluster,startup,RDB 설계·쿼리 기본기,스키마·조인·인덱스,기준선 · 관계형 데이터베이스 요구가 전 기업군 공통입니다,ERD + 인덱스 설계 근거 문서,"{portfolio,interview}",true,false
ci_demo_backend_startup_error-handling,cc_backend_error-handling,an_demo_backend,cluster,startup,예외·에러 응답 설계,실패 케이스 처리와 문서화,기준선 · 자격요건의 예외 처리 문장과 연결됩니다,실패 케이스 처리 코드 + 응답 규약 문서,"{portfolio,interview}",true,false
ci_demo_backend_startup_tx-integrity,cc_backend_tx-integrity,an_demo_backend,cluster,startup,트랜잭션·동시성 심화,격리수준·멱등성·재처리 설명,편차 2 · 정합성을 요구하는 기업군의 최대 변별점입니다,동시 요청 시나리오 구현 + 설계 설명 글,"{portfolio,interview}",true,true
ci_demo_backend_startup_performance,cc_backend_performance,an_demo_backend,cluster,startup,부하 측정·성능 개선,병목 탐색과 개선 전후 지표,대용량 트래픽 문장이 반복되는 기업군의 핵심입니다,부하 테스트 결과 + 개선 전후 지표,"{portfolio,interview}",true,false
ci_demo_backend_startup_deploy-pipeline,cc_backend_deploy-pipeline,an_demo_backend,cluster,startup,배포 파이프라인 구성,컨테이너 빌드부터 배포까지,편차 1 · 직무 외 요구 중 인프라·배포가 가장 자주 나타납니다,Dockerfile + 배포 워크플로 + 실행 기록,{portfolio},true,true
ci_demo_backend_startup_event-pipeline,cc_backend_event-pipeline,an_demo_backend,cluster,startup,이벤트 처리 경험,메시지 큐로 비동기 흐름 만들기,이벤트 기반 처리를 우대·필수로 요구하는 기업군이 있습니다,메시지 발행·소비 예제 + 재처리 설계 메모,"{portfolio,interview}",false,false
ci_demo_backend_startup_incident-recovery,cc_backend_incident-recovery,an_demo_backend,cluster,startup,장애·복구 대응 경험,실패를 재현하고 복구한 흔적,편차 3 · 운영까지 함께 보는 팀이 늘고 있습니다,장애 재현·복구 실험 기록 + 회고 글,"{essay,interview}",true,true
ci_demo_backend_startup_collab-story,cc_backend_collab-story,an_demo_backend,cluster,startup,협업 문제 해결 서사,갈등·문제를 해결한 경험,기준선 · 코드리뷰·협업 요구가 전 기업군 공통입니다,문제 → 해결 → 배움 서술 준비,{essay},true,false
ci_demo_backend_startup_test-habit,cc_backend_test-habit,an_demo_backend,cluster,startup,테스트 작성 습관,회귀를 막는 단위 테스트,테스트 요구가 우대에서 자격요건으로 이동하는 중입니다,테스트 코드 + 실패 사례 기록,"{portfolio,interview}",true,false
ci_demo_backend_startup_docs-habit,cc_backend_docs-habit,an_demo_backend,cluster,startup,기술 문서화 습관,API 명세와 변경 가이드,문서화 요구는 특정 기업군에서 뚜렷합니다,API 문서 + 변경 이력 정리,{portfolio},false,false
ci_demo_backend_startup_domain-study,cc_backend_domain-study,an_demo_backend,cluster,startup,도메인 이해 정리,지원 도메인의 용어와 흐름,도메인 관심을 우대로 명시하는 공고가 있습니다,도메인 용어 정리 노트 + 지원 이유,"{essay,interview}",false,false
ci_demo_backend_startup_cs-basics,cc_backend_cs-basics,an_demo_backend,cluster,startup,CS 기본기 — 네트워크·운영체제,HTTP·프로세스와 스레드·동시성 원인,면접 검증의 이론 바탕입니다,면접 단골 주제 중심 정리 노트,{interview},true,false
ci_demo_backend_startup_spring-internals,cc_backend_spring-internals,an_demo_backend,cluster,startup,Spring 동작 원리,DI·프록시·요청 흐름,프레임워크 이해 깊이는 단골 검증 지점입니다,동작 흐름 그림 + @Transactional 원리 설명,{interview},true,false
ci_demo_backend_b2b_saas_crud-api,cc_backend_crud-api,an_demo_backend,cluster,b2b_saas,CRUD REST API 프로젝트,배포까지 완성한 한 도메인,편차 1 · 기준선 · 최근 공고 전량이 API 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,true
ci_demo_backend_b2b_saas_rdb-schema,cc_backend_rdb-schema,an_demo_backend,cluster,b2b_saas,RDB 설계·쿼리 기본기,스키마·조인·인덱스,기준선 · 관계형 데이터베이스 요구가 전 기업군 공통입니다,ERD + 인덱스 설계 근거 문서,"{portfolio,interview}",true,false
ci_demo_backend_b2b_saas_error-handling,cc_backend_error-handling,an_demo_backend,cluster,b2b_saas,예외·에러 응답 설계,실패 케이스 처리와 문서화,기준선 · 자격요건의 예외 처리 문장과 연결됩니다,실패 케이스 처리 코드 + 응답 규약 문서,"{portfolio,interview}",true,false
ci_demo_backend_b2b_saas_tx-integrity,cc_backend_tx-integrity,an_demo_backend,cluster,b2b_saas,트랜잭션·동시성 심화,격리수준·멱등성·재처리 설명,정합성을 요구하는 기업군의 최대 변별점입니다,동시 요청 시나리오 구현 + 설계 설명 글,"{portfolio,interview}",true,false
ci_demo_backend_b2b_saas_performance,cc_backend_performance,an_demo_backend,cluster,b2b_saas,부하 측정·성능 개선,병목 탐색과 개선 전후 지표,대용량 트래픽 문장이 반복되는 기업군의 핵심입니다,부하 테스트 결과 + 개선 전후 지표,"{portfolio,interview}",true,false
ci_demo_backend_b2b_saas_deploy-pipeline,cc_backend_deploy-pipeline,an_demo_backend,cluster,b2b_saas,배포 파이프라인 구성,컨테이너 빌드부터 배포까지,직무 외 요구 중 인프라·배포가 가장 자주 나타납니다,Dockerfile + 배포 워크플로 + 실행 기록,{portfolio},true,false
ci_demo_backend_b2b_saas_event-pipeline,cc_backend_event-pipeline,an_demo_backend,cluster,b2b_saas,이벤트 처리 경험,메시지 큐로 비동기 흐름 만들기,이벤트 기반 처리를 우대·필수로 요구하는 기업군이 있습니다,메시지 발행·소비 예제 + 재처리 설계 메모,"{portfolio,interview}",false,false
ci_demo_backend_b2b_saas_incident-recovery,cc_backend_incident-recovery,an_demo_backend,cluster,b2b_saas,장애·복구 대응 경험,실패를 재현하고 복구한 흔적,운영까지 함께 보는 팀이 늘고 있습니다,장애 재현·복구 실험 기록 + 회고 글,"{essay,interview}",true,false
ci_demo_backend_b2b_saas_collab-story,cc_backend_collab-story,an_demo_backend,cluster,b2b_saas,협업 문제 해결 서사,갈등·문제를 해결한 경험,기준선 · 코드리뷰·협업 요구가 전 기업군 공통입니다,문제 → 해결 → 배움 서술 준비,{essay},true,false
ci_demo_backend_b2b_saas_test-habit,cc_backend_test-habit,an_demo_backend,cluster,b2b_saas,테스트 작성 습관,회귀를 막는 단위 테스트,편차 2 · 테스트 요구가 우대에서 자격요건으로 이동하는 중입니다,테스트 코드 + 실패 사례 기록,"{portfolio,interview}",true,true
ci_demo_backend_b2b_saas_docs-habit,cc_backend_docs-habit,an_demo_backend,cluster,b2b_saas,기술 문서화 습관,API 명세와 변경 가이드,편차 3 · 문서화 요구는 특정 기업군에서 뚜렷합니다,API 문서 + 변경 이력 정리,{portfolio},true,true
ci_demo_backend_b2b_saas_domain-study,cc_backend_domain-study,an_demo_backend,cluster,b2b_saas,도메인 이해 정리,지원 도메인의 용어와 흐름,도메인 관심을 우대로 명시하는 공고가 있습니다,도메인 용어 정리 노트 + 지원 이유,"{essay,interview}",false,false
ci_demo_backend_b2b_saas_cs-basics,cc_backend_cs-basics,an_demo_backend,cluster,b2b_saas,CS 기본기 — 네트워크·운영체제,HTTP·프로세스와 스레드·동시성 원인,면접 검증의 이론 바탕입니다,면접 단골 주제 중심 정리 노트,{interview},true,false
ci_demo_backend_b2b_saas_spring-internals,cc_backend_spring-internals,an_demo_backend,cluster,b2b_saas,Spring 동작 원리,DI·프록시·요청 흐름,프레임워크 이해 깊이는 단골 검증 지점입니다,동작 흐름 그림 + @Transactional 원리 설명,{interview},true,false
ci_demo_backend_fintech_finance_crud-api,cc_backend_crud-api,an_demo_backend,cluster,fintech_finance,CRUD REST API 프로젝트,배포까지 완성한 한 도메인,기준선 · 최근 공고 전량이 API 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,false
ci_demo_backend_fintech_finance_rdb-schema,cc_backend_rdb-schema,an_demo_backend,cluster,fintech_finance,RDB 설계·쿼리 기본기,스키마·조인·인덱스,기준선 · 관계형 데이터베이스 요구가 전 기업군 공통입니다,ERD + 인덱스 설계 근거 문서,"{portfolio,interview}",true,false
ci_demo_backend_fintech_finance_error-handling,cc_backend_error-handling,an_demo_backend,cluster,fintech_finance,예외·에러 응답 설계,실패 케이스 처리와 문서화,기준선 · 자격요건의 예외 처리 문장과 연결됩니다,실패 케이스 처리 코드 + 응답 규약 문서,"{portfolio,interview}",true,false
ci_demo_backend_fintech_finance_tx-integrity,cc_backend_tx-integrity,an_demo_backend,cluster,fintech_finance,트랜잭션·동시성 심화,격리수준·멱등성·재처리 설명,편차 1 · 정합성을 요구하는 기업군의 최대 변별점입니다,동시 요청 시나리오 구현 + 설계 설명 글,"{portfolio,interview}",true,true
ci_demo_backend_fintech_finance_performance,cc_backend_performance,an_demo_backend,cluster,fintech_finance,부하 측정·성능 개선,병목 탐색과 개선 전후 지표,대용량 트래픽 문장이 반복되는 기업군의 핵심입니다,부하 테스트 결과 + 개선 전후 지표,"{portfolio,interview}",true,false
ci_demo_backend_fintech_finance_deploy-pipeline,cc_backend_deploy-pipeline,an_demo_backend,cluster,fintech_finance,배포 파이프라인 구성,컨테이너 빌드부터 배포까지,직무 외 요구 중 인프라·배포가 가장 자주 나타납니다,Dockerfile + 배포 워크플로 + 실행 기록,{portfolio},true,false
ci_demo_backend_fintech_finance_event-pipeline,cc_backend_event-pipeline,an_demo_backend,cluster,fintech_finance,이벤트 처리 경험,메시지 큐로 비동기 흐름 만들기,이벤트 기반 처리를 우대·필수로 요구하는 기업군이 있습니다,메시지 발행·소비 예제 + 재처리 설계 메모,"{portfolio,interview}",false,false
ci_demo_backend_fintech_finance_incident-recovery,cc_backend_incident-recovery,an_demo_backend,cluster,fintech_finance,장애·복구 대응 경험,실패를 재현하고 복구한 흔적,편차 2 · 운영까지 함께 보는 팀이 늘고 있습니다,장애 재현·복구 실험 기록 + 회고 글,"{essay,interview}",true,true
ci_demo_backend_fintech_finance_collab-story,cc_backend_collab-story,an_demo_backend,cluster,fintech_finance,협업 문제 해결 서사,갈등·문제를 해결한 경험,기준선 · 코드리뷰·협업 요구가 전 기업군 공통입니다,문제 → 해결 → 배움 서술 준비,{essay},true,false
ci_demo_backend_fintech_finance_test-habit,cc_backend_test-habit,an_demo_backend,cluster,fintech_finance,테스트 작성 습관,회귀를 막는 단위 테스트,테스트 요구가 우대에서 자격요건으로 이동하는 중입니다,테스트 코드 + 실패 사례 기록,"{portfolio,interview}",true,false
ci_demo_backend_fintech_finance_docs-habit,cc_backend_docs-habit,an_demo_backend,cluster,fintech_finance,기술 문서화 습관,API 명세와 변경 가이드,문서화 요구는 특정 기업군에서 뚜렷합니다,API 문서 + 변경 이력 정리,{portfolio},false,false
ci_demo_backend_fintech_finance_domain-study,cc_backend_domain-study,an_demo_backend,cluster,fintech_finance,도메인 이해 정리,지원 도메인의 용어와 흐름,편차 3 · 도메인 관심을 우대로 명시하는 공고가 있습니다,도메인 용어 정리 노트 + 지원 이유,"{essay,interview}",true,true
ci_demo_backend_fintech_finance_cs-basics,cc_backend_cs-basics,an_demo_backend,cluster,fintech_finance,CS 기본기 — 네트워크·운영체제,HTTP·프로세스와 스레드·동시성 원인,면접 검증의 이론 바탕입니다,면접 단골 주제 중심 정리 노트,{interview},true,false
ci_demo_backend_fintech_finance_spring-internals,cc_backend_spring-internals,an_demo_backend,cluster,fintech_finance,Spring 동작 원리,DI·프록시·요청 흐름,프레임워크 이해 깊이는 단골 검증 지점입니다,동작 흐름 그림 + @Transactional 원리 설명,{interview},true,false
ci_demo_backend_si_enterprise_crud-api,cc_backend_crud-api,an_demo_backend,cluster,si_enterprise,CRUD REST API 프로젝트,배포까지 완성한 한 도메인,기준선 · 최근 공고 전량이 API 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,false
ci_demo_backend_si_enterprise_rdb-schema,cc_backend_rdb-schema,an_demo_backend,cluster,si_enterprise,RDB 설계·쿼리 기본기,스키마·조인·인덱스,편차 3 · 기준선 · 관계형 데이터베이스 요구가 전 기업군 공통입니다,ERD + 인덱스 설계 근거 문서,"{portfolio,interview}",true,true
ci_demo_backend_si_enterprise_error-handling,cc_backend_error-handling,an_demo_backend,cluster,si_enterprise,예외·에러 응답 설계,실패 케이스 처리와 문서화,기준선 · 자격요건의 예외 처리 문장과 연결됩니다,실패 케이스 처리 코드 + 응답 규약 문서,"{portfolio,interview}",true,false
ci_demo_backend_si_enterprise_tx-integrity,cc_backend_tx-integrity,an_demo_backend,cluster,si_enterprise,트랜잭션·동시성 심화,격리수준·멱등성·재처리 설명,정합성을 요구하는 기업군의 최대 변별점입니다,동시 요청 시나리오 구현 + 설계 설명 글,"{portfolio,interview}",true,false
ci_demo_backend_si_enterprise_performance,cc_backend_performance,an_demo_backend,cluster,si_enterprise,부하 측정·성능 개선,병목 탐색과 개선 전후 지표,대용량 트래픽 문장이 반복되는 기업군의 핵심입니다,부하 테스트 결과 + 개선 전후 지표,"{portfolio,interview}",true,false
ci_demo_backend_si_enterprise_deploy-pipeline,cc_backend_deploy-pipeline,an_demo_backend,cluster,si_enterprise,배포 파이프라인 구성,컨테이너 빌드부터 배포까지,편차 2 · 직무 외 요구 중 인프라·배포가 가장 자주 나타납니다,Dockerfile + 배포 워크플로 + 실행 기록,{portfolio},true,true
ci_demo_backend_si_enterprise_event-pipeline,cc_backend_event-pipeline,an_demo_backend,cluster,si_enterprise,이벤트 처리 경험,메시지 큐로 비동기 흐름 만들기,이벤트 기반 처리를 우대·필수로 요구하는 기업군이 있습니다,메시지 발행·소비 예제 + 재처리 설계 메모,"{portfolio,interview}",false,false
ci_demo_backend_si_enterprise_incident-recovery,cc_backend_incident-recovery,an_demo_backend,cluster,si_enterprise,장애·복구 대응 경험,실패를 재현하고 복구한 흔적,운영까지 함께 보는 팀이 늘고 있습니다,장애 재현·복구 실험 기록 + 회고 글,"{essay,interview}",true,false
ci_demo_backend_si_enterprise_collab-story,cc_backend_collab-story,an_demo_backend,cluster,si_enterprise,협업 문제 해결 서사,갈등·문제를 해결한 경험,기준선 · 코드리뷰·협업 요구가 전 기업군 공통입니다,문제 → 해결 → 배움 서술 준비,{essay},true,false
ci_demo_backend_si_enterprise_test-habit,cc_backend_test-habit,an_demo_backend,cluster,si_enterprise,테스트 작성 습관,회귀를 막는 단위 테스트,테스트 요구가 우대에서 자격요건으로 이동하는 중입니다,테스트 코드 + 실패 사례 기록,"{portfolio,interview}",true,false
ci_demo_backend_si_enterprise_docs-habit,cc_backend_docs-habit,an_demo_backend,cluster,si_enterprise,기술 문서화 습관,API 명세와 변경 가이드,편차 1 · 문서화 요구는 특정 기업군에서 뚜렷합니다,API 문서 + 변경 이력 정리,{portfolio},true,true
ci_demo_backend_si_enterprise_domain-study,cc_backend_domain-study,an_demo_backend,cluster,si_enterprise,도메인 이해 정리,지원 도메인의 용어와 흐름,도메인 관심을 우대로 명시하는 공고가 있습니다,도메인 용어 정리 노트 + 지원 이유,"{essay,interview}",false,false
ci_demo_backend_si_enterprise_cs-basics,cc_backend_cs-basics,an_demo_backend,cluster,si_enterprise,CS 기본기 — 네트워크·운영체제,HTTP·프로세스와 스레드·동시성 원인,면접 검증의 이론 바탕입니다,면접 단골 주제 중심 정리 노트,{interview},true,false
ci_demo_backend_si_enterprise_spring-internals,cc_backend_spring-internals,an_demo_backend,cluster,si_enterprise,Spring 동작 원리,DI·프록시·요청 흐름,프레임워크 이해 깊이는 단골 검증 지점입니다,동작 흐름 그림 + @Transactional 원리 설명,{interview},true,false
ci_demo_backend_game_crud-api,cc_backend_crud-api,an_demo_backend,cluster,game,CRUD REST API 프로젝트,배포까지 완성한 한 도메인,기준선 · 최근 공고 전량이 API 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,false
ci_demo_backend_game_rdb-schema,cc_backend_rdb-schema,an_demo_backend,cluster,game,RDB 설계·쿼리 기본기,스키마·조인·인덱스,기준선 · 관계형 데이터베이스 요구가 전 기업군 공통입니다,ERD + 인덱스 설계 근거 문서,"{portfolio,interview}",true,false
ci_demo_backend_game_error-handling,cc_backend_error-handling,an_demo_backend,cluster,game,예외·에러 응답 설계,실패 케이스 처리와 문서화,기준선 · 자격요건의 예외 처리 문장과 연결됩니다,실패 케이스 처리 코드 + 응답 규약 문서,"{portfolio,interview}",true,false
ci_demo_backend_game_tx-integrity,cc_backend_tx-integrity,an_demo_backend,cluster,game,트랜잭션·동시성 심화,격리수준·멱등성·재처리 설명,편차 3 · 정합성을 요구하는 기업군의 최대 변별점입니다,동시 요청 시나리오 구현 + 설계 설명 글,"{portfolio,interview}",true,true
ci_demo_backend_game_performance,cc_backend_performance,an_demo_backend,cluster,game,부하 측정·성능 개선,병목 탐색과 개선 전후 지표,편차 1 · 대용량 트래픽 문장이 반복되는 기업군의 핵심입니다,부하 테스트 결과 + 개선 전후 지표,"{portfolio,interview}",true,true
ci_demo_backend_game_deploy-pipeline,cc_backend_deploy-pipeline,an_demo_backend,cluster,game,배포 파이프라인 구성,컨테이너 빌드부터 배포까지,직무 외 요구 중 인프라·배포가 가장 자주 나타납니다,Dockerfile + 배포 워크플로 + 실행 기록,{portfolio},true,false
ci_demo_backend_game_event-pipeline,cc_backend_event-pipeline,an_demo_backend,cluster,game,이벤트 처리 경험,메시지 큐로 비동기 흐름 만들기,편차 2 · 이벤트 기반 처리를 우대·필수로 요구하는 기업군이 있습니다,메시지 발행·소비 예제 + 재처리 설계 메모,"{portfolio,interview}",true,true
ci_demo_backend_game_incident-recovery,cc_backend_incident-recovery,an_demo_backend,cluster,game,장애·복구 대응 경험,실패를 재현하고 복구한 흔적,운영까지 함께 보는 팀이 늘고 있습니다,장애 재현·복구 실험 기록 + 회고 글,"{essay,interview}",true,false
ci_demo_backend_game_collab-story,cc_backend_collab-story,an_demo_backend,cluster,game,협업 문제 해결 서사,갈등·문제를 해결한 경험,기준선 · 코드리뷰·협업 요구가 전 기업군 공통입니다,문제 → 해결 → 배움 서술 준비,{essay},true,false
ci_demo_backend_game_test-habit,cc_backend_test-habit,an_demo_backend,cluster,game,테스트 작성 습관,회귀를 막는 단위 테스트,테스트 요구가 우대에서 자격요건으로 이동하는 중입니다,테스트 코드 + 실패 사례 기록,"{portfolio,interview}",true,false
ci_demo_backend_game_docs-habit,cc_backend_docs-habit,an_demo_backend,cluster,game,기술 문서화 습관,API 명세와 변경 가이드,문서화 요구는 특정 기업군에서 뚜렷합니다,API 문서 + 변경 이력 정리,{portfolio},false,false
ci_demo_backend_game_domain-study,cc_backend_domain-study,an_demo_backend,cluster,game,도메인 이해 정리,지원 도메인의 용어와 흐름,도메인 관심을 우대로 명시하는 공고가 있습니다,도메인 용어 정리 노트 + 지원 이유,"{essay,interview}",false,false
ci_demo_backend_game_cs-basics,cc_backend_cs-basics,an_demo_backend,cluster,game,CS 기본기 — 네트워크·운영체제,HTTP·프로세스와 스레드·동시성 원인,면접 검증의 이론 바탕입니다,면접 단골 주제 중심 정리 노트,{interview},true,false
ci_demo_backend_game_spring-internals,cc_backend_spring-internals,an_demo_backend,cluster,game,Spring 동작 원리,DI·프록시·요청 흐름,프레임워크 이해 깊이는 단골 검증 지점입니다,동작 흐름 그림 + @Transactional 원리 설명,{interview},true,false
ci_demo_frontend_overall_spa-project,cc_frontend_spa-project,an_demo_frontend,overall,frontend,React 화면 프로젝트 완성,배포까지 끌고 간 서비스 화면 하나,기준선 · 최근 공고 전량이 React 화면 개발을 요구합니다,배포 URL + README + 커밋 기록,{portfolio},true,false
